event_id,Source,Classification code,Date reported (from filename),Impact start date,Impact end date,Extracted impact description,Places affected,SP_NAME,MP_NAME,Metropolitan/District area,Direct quote,Source document full name (on CASCADE G-DRIVE),Link to the online source,Publication title,Reviewer initials,Impact date verified,Place name verified,Notes (if issues identified),ValidationSheet,year,impact_category_label,sp_norm,mp_norm,mn_norm
EVT-02224,News article,4.3,2024-07-11,2024-07-11,,Schools were closed province-wide as residents prepared for a major storm surge.,Western Cape,,,Western Cape (General),"""As the Western Cape Education Department has shut schools across the province, residents brace for a Level 8 storm surge.""",20240711_Thebus_CapeTownKhayelitsha_ColdfrontspredictedtobatterWesternCapeuntilSaturday.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12289837,Cape Argus,,,,,NewsValidation,2024,Other / needs review,,,western cape general
EVT-02225,News article,4.3,2024-07-12,2024-07-12,,Schools remained closed due to safety concerns regarding a high-level disruptive rain warning.,Western Cape,,,Western Cape (General),"""Schools were closed due to safety concern related to a level 8 warning of disruptive rain throughout the day.""",20240712_CapeTown_RoofsflyashowlingstormhitstheCape.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12284466,Business Day,,,,,NewsValidation,2024,Other / needs review,,,western cape general
EVT-02226,News article,4.3,2024-07-12,2024-07-12,,"Large household appliance (refrigerator) moved to prevent damage from rising flood levels, affecting daily activities",Phillipi (Malema informal settlement),,Philippi,City of Cape Town,"""Brothers Mlungisi and Lumgisa Bosman from Malema informal settlement move a refrigerator to a relative's house nearby due to the rising level of flood water in their house.""",20240712_NA_PhillipiThousandsOfHomesFlooded.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12317467,The Witness,,,,,NewsValidation,2024,Other / needs review,,philippi,city of cape town
EVT-02227,News article,4.3,2024-07-12,2024-07-12,,Complete closure of schools in specific districts following storm impacts.,Cape Winelands,,,Cape Winelands,"""while schools in the Cape Winelands and Overberg districts will be closed today.""",20240712_Thebus_CapeTownKhayelitsha_StormwreakshavocinCape.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12284689,The Star,,,,,NewsValidation,2024,Other / needs review,,,cape winelands
EVT-02228,News article,4.3,2024-07-12,2024-07-12,,Complete closure of schools in specific districts following storm impacts.,Overberg,,,Overberg,"""while schools in the Cape Winelands and Overberg districts will be closed today.""",20240712_Thebus_CapeTownKhayelitsha_StormwreakshavocinCape.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12284689,The Star,,,,,NewsValidation,2024,Other / needs review,,,overberg
EVT-02229,News article,4.3,2024-07-12,2024-07-12,,Closure of 100 roads across the province due to safety concerns from infrastructure damage.,Western Cape,,,Western Cape (General),"""The Western Cape Transport Infrastructure Damage Report showed that at least 100 roads had to be closed yesterday due to safety concerns.""",20240712_Thebus_CapeTownKhayelitsha_StormwreakshavocinCape.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12284689,The Star,,,,,NewsValidation,2024,Other / needs review,,,western cape general
EVT-02230,News article,4.3,2024-07-14,2024-07-14,,An entire town became isolated from the rest of the province due to weather impacts.,Citrusdal,,,West Coast,"""...the interior town of Citrusdal was cut off from the rest of the province.""",20240714_SwartzJordan_Khayelitsha_FloodingsnowandgaleforcewindswreakhavocacrossWesternCape.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12285896,Sunday Times,,,,,NewsValidation,2024,Other / needs review,,,west coast
EVT-02231,News article,4.3,2024-08-13,2024-08-13,,Economic activities and informal trading came to a complete halt due to flood events.,Khayelitsha (Emsindweni),,Khayelitsha,City of Cape Town,"""When flood occurs, it brings everything to a standstill, leading to a loss of income and increased financial instability.""",20240813_Davids_Khayelitsha_Floodshavedevastatingimpactonwomen.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12334900,The Star,,,,,NewsValidation,2024,Other / needs review,,khayelitsha,city of cape town
EVT-02232,News article,4.3,2024-08-17,2024-08-17,,Livelihoods halted for prolonged periods beyond the flooding,Khayelitsha (Emsindweni),,Khayelitsha,City of Cape Town,"""which also leads to loss in income and prolonged periods without an income.""",20240817_Davids_KhayelitshaEmsindweni_Whenitrainsitpoursonwomen.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/12341587,The Saturday Star,,,,,NewsValidation,2024,Other / needs review,,khayelitsha,city of cape town
EVT-02233,News article,4.3,2025-07-06,2025-07-06,,Everyday activities like cooking halted for families in flooded homes.,Gugulethu,,Gugulethu,City of Cape Town,"""They brought food for those who are unable to cook because their homes are flooded""",20250706_Nombembe_GugulethuKhayelitsha_Caperesidentstrappedinhomesafterfloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13781372,Sunday Times,,,,,NewsValidation,2025,Other / needs review,,gugulethu,city of cape town
EVT-02234,News article,4.3,2025-07-06,2025-07-06,,Education activities halted for children who cannot access school.,Gugulethu (New Rest),,Gugulethu,City of Cape Town,"""Children can't get to school when it floods on school days.""",20250706_Nombembe_GugulethuKhayelitsha_Caperesidentstrappedinhomesafterfloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13781372,Sunday Times,,,,,NewsValidation,2025,Other / needs review,,gugulethu,city of cape town
EVT-02235,News article,4.3,2025-07-06,2025-07-06,,Residents unable to leave their homes until water subsided,"Gugulethu (New Rest, Indwe Street)",,Gugulethu,City of Cape Town,"""Sigingqi, from New Rest in Gugulethu, said she and her neighbours in Indwe Street had to wait for the water to subside before they could leave their homes.""",20250706_Nombembe_GugulethuKhayelitsha_Caperesidentstrappedinhomesafterfloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13781372,Sunday Times,,,,,NewsValidation,2025,Other / needs review,,gugulethu,city of cape town
EVT-02236,News article,4.3,2025-07-06,2025-07-06,,Employment activities halted as residents are physically unable to leave for work.,"Gugulethu (New Rest, Indwe Street)",,Gugulethu,City of Cape Town,"""There are days when I can't get to work because of the flooding.""",20250706_Nombembe_GugulethuKhayelitsha_Caperesidentstrappedinhomesafterfloods.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13781372,Sunday Times,,,,,NewsValidation,2025,Other / needs review,,gugulethu,city of cape town
EVT-02237,News article,4.3,2025-08-06,2025-08-06,,Essential medical access halted for vulnerable populations.,Gugulethu,,Gugulethu,City of Cape Town,"""We have old and disabled people who can't access medical facilities.""",20250806_Tshwete_Gugulethu_Gugulethuresidentsbattlesevereflooding.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13750859,Cape Argus,,,,,NewsValidation,2025,Other / needs review,,gugulethu,city of cape town
EVT-02238,News article,4.3,2025-08-06,2025-08-06,,Residents generally unable to leave homes after heavy rain,Gugulethu,,Gugulethu,City of Cape Town,"""People usually aren't able to leave their homes""",20250806_Tshwete_Gugulethu_Gugulethuresidentsbattlesevereflooding.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13750859,Cape Argus,,,,,NewsValidation,2025,Other / needs review,,gugulethu,city of cape town
EVT-02239,News article,4.3,2025-08-06,2025-08-06,,Residents forced to stay home if unable to climb over walls,Gugulethu (New Rest on Tambo Road),,Gugulethu,City of Cape Town,"""if one can't jump over, then they will have to stay at home""",20250806_Tshwete_Gugulethu_Gugulethuresidentsbattlesevereflooding.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13750859,Cape Argus,,,,,NewsValidation,2025,Other / needs review,,gugulethu,city of cape town
EVT-02240,News article,4.3,2025-08-06,2025-08-06,,Everyday activities halted for residents who must jump walls to leave their homes.,Gugulethu (New Rest on Tambo Road),,Gugulethu,City of Cape Town,"""Wendy Mtsi, a resident of the New Rest area on Tambo Road, said the water levels in her yard have become so severe that she can only leave her home by jumping over a back wall with assistance.""",20250806_Tshwete_Gugulethu_Gugulethuresidentsbattlesevereflooding.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/13750859,Cape Argus,,,,,NewsValidation,2025,Other / needs review,,gugulethu,city of cape town
EVT-02241,News article,4.4,2016-04-23,2016-04-23,,Residents forced to leave flooded homes,7de Laan informal settlement in Valhalla Park,Valhalla Park,Matroosfontein,City of Cape Town,"""Several others areas affected by flooding included Mfuleni, 7de Laan informal settlement in Valhalla Park and Elsies River, where residents were forced to leave their homes.""",20160423_Asanda_NA_StormHavocInCity.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7577503,Weekend Argus Saturday,,,,,NewsValidation,2016,People displaced/homeless,valhalla park,matroosfontein,city of cape town
EVT-02242,News article,4.4,2016-04-23,2016-04-23,,Residents forced to leave flooded homes,Elsies River,Elsies River,Elsies Rivier,City of Cape Town,"""Several others areas affected by flooding included Mfuleni, 7de Laan informal settlement in Valhalla Park and Elsies River, where residents were forced to leave their homes.""",20160423_Asanda_NA_StormHavocInCity.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7577503,Weekend Argus Saturday,,,,,NewsValidation,2016,People displaced/homeless,elsies river,elsies rivier,city of cape town
EVT-02243,News article,4.4,2016-04-23,2016-04-23,,Residents forced to leave flooded homes,Mfuleni,,Mfuleni,City of Cape Town,"""Several others areas affected by flooding included Mfuleni, 7de Laan informal settlement in Valhalla Park and Elsies River, where residents were forced to leave their homes.""",20160423_Asanda_NA_StormHavocInCity.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7577503,Weekend Argus Saturday,,,,,NewsValidation,2016,People displaced/homeless,,mfuleni,city of cape town
EVT-02244,News article,4.4,2017-06-07,2017-06-07,,15 people displaced due to roofs blown away,Hout Bay,,Hout Bay,City of Cape Town,"""""At this stage we can report that 15 people are displaced in Imizamo Yethu due to their dwellings/roofs blown away.""""",20170607_NA_Mfulenietc._HavocAsStormLashes.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7346538,Daily News,,,,,NewsValidation,2017,People displaced/homeless,,hout bay,city of cape town
EVT-02245,News article,4.4,2017-06-07,2017-06-07,,15 people displaced due to roofs blown away,Imizamo Yethu,,Imizamo Yethu,City of Cape Town,"""""At this stage we can report that 15 people are displaced in Imizamo Yethu due to their dwellings/roofs blown away.""""",20170607_NA_Mfulenietc._HavocAsStormLashes.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7346538,Daily News,,,,,NewsValidation,2017,People displaced/homeless,,imizamo yethu,city of cape town
EVT-02246,News article,4.4,2017-06-07,2017-06-07,,Five people staying at school due to compromised dwelling,Maitland,Maitland,Cape Town,City of Cape Town,"""""Five people are staying at a school in Maitland as their dwell ing was compromised (Royal Road informal settlement).""""",20170607_NA_Mfulenietc._HavocAsStormLashes.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7346538,Daily News,,,,,NewsValidation,2017,People displaced/homeless,maitland,cape town,city of cape town
EVT-02247,News article,4.4,2017-06-08,2017-06-08,,Multiple families were displaced due to structural damage to their homes.,Cape Winelands,,,Cape Winelands,"""37 families displaced in the Cape Winelands""",20170608_Buziwe_Lwandle_ResidentsLeftDead.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/3898941,Daily Sun,,,,,NewsValidation,2017,People displaced/homeless,,,cape winelands
EVT-02248,News article,4.4,2017-06-08,2017-06-08,,Evacuation of people from a township.,Western Cape,,,Western Cape (General),"""15 people had to be evacuated from their township yesterday.""",20170608_Buziwe_Lwandle_ResidentsLeftDead.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/3898941,Daily Sun,,,,,NewsValidation,2017,People displaced/homeless,,,western cape general
EVT-02249,News article,4.4,2017-06-08,2017-06-08,,Large residential areas were evacuated due to fires fanned by storm winds.,Belvedere,Belvedere,Noordhoek,City of Cape Town,"""Belvedere, Western Knysna Head and Brenton-on-Sea had all been evacuated""",20170608_NA_CapeTownKnysnaetc._DeadlyStormTearsThrough.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/6587460,The Witness,,,,,NewsValidation,2017,People displaced/homeless,belvedere,noordhoek,city of cape town
EVT-02250,News article,4.4,2017-06-08,2017-06-08,,Multiple families were displaced and evacuated from damaged homes.,Botriver,,,Overberg,"""In Botriver, six families were displaced from damaged homes.""",20170608_NA_CapeTownKnysnaetc._DeadlyStormTearsThrough.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/6587460,The Witness,,,,,NewsValidation,2017,People displaced/homeless,,,overberg
EVT-02251,News article,4.4,2017-06-08,2017-06-08,,Large residential areas were evacuated due to fires fanned by storm winds.,Brenton-on-Sea,,,Garden Route,"""Belvedere, Western Knysna Head and Brenton-on-Sea had all been evacuated""",20170608_NA_CapeTownKnysnaetc._DeadlyStormTearsThrough.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/6587460,The Witness,,,,,NewsValidation,2017,People displaced/homeless,,,garden route
EVT-02252,News article,4.4,2017-06-08,2017-06-08,,Residents were evacuated from an informal settlement during the storm.,Malmesbury,,,West Coast,"""Fifteen people were evacuated in an informal settlement in Malmesbury""",20170608_NA_CapeTownKnysnaetc._DeadlyStormTearsThrough.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/6587460,The Witness,,,,,NewsValidation,2017,People displaced/homeless,,,west coast
EVT-02253,News article,4.4,2017-06-08,2017-06-08,,Residents of 13 houses were evacuated due to nearby plantation fires.,Springveld,,,Unclear,"""13 houses at Springveld were evacuated.""",20170608_NA_CapeTownKnysnaetc._DeadlyStormTearsThrough.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/6587460,The Witness,,,,,NewsValidation,2017,People displaced/homeless,,,unclear
EVT-02254,News article,4.4,2017-06-08,2017-06-08,,Large residential areas were evacuated due to fires fanned by storm winds.,Western Knysna Head,,,Garden Route,"""Belvedere, Western Knysna Head and Brenton-on-Sea had all been evacuated""",20170608_NA_CapeTownKnysnaetc._DeadlyStormTearsThrough.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/6587460,The Witness,,,,,NewsValidation,2017,People displaced/homeless,,,garden route
EVT-02255,News article,4.4,2018-07-02,2018-07-02,,"Highly affected residents required placement at a local hall, though some refused due to security concerns.",Masakhane in Strand,,Strand,City of Cape Town,"""Maxheke said the most-affected residents refused to be placed at a local hall, claiming their homes were broken into and valuables stolen in the past.""",20180702_CapeTimes_KhayelitshaRainRain.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/8478454,Cape Times,,,,,NewsValidation,2018,People displaced/homeless,,strand,city of cape town
EVT-02256,News article,4.4,2018-07-02,2018-07-02,,"Highly affected residents required placement at a local hall, though some refused due to security concerns.",Pholile Park in Strand,,Strand,City of Cape Town,"""Maxheke said the most-affected residents refused to be placed at a local hall, claiming their homes were broken into and valuables stolen in the past.""",20180702_CapeTimes_KhayelitshaRainRain.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/8478454,Cape Times,,,,,NewsValidation,2018,People displaced/homeless,,strand,city of cape town
EVT-02257,News article,4.4,2018-07-02,2018-07-02,,"Highly affected residents required placement at a local hall, though some refused due to security concerns.",Simanyene in Strand,,Strand,City of Cape Town,"""Maxheke said the most-affected residents refused to be placed at a local hall, claiming their homes were broken into and valuables stolen in the past.""",20180702_CapeTimes_KhayelitshaRainRain.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/8478454,Cape Times,,,,,NewsValidation,2018,People displaced/homeless,,strand,city of cape town
EVT-02258,News article,4.4,2018-07-04,2018-07-04,,Residents required relocation due to building homes on a high water table prone to flooding.,Khayelitsha,,Khayelitsha,City of Cape Town,"""relocate 109 people in Macassar whose homes were affected and 25 people in Khayelitsha, who built their homes on a high water table.""",20180704_May_KhayelitshaCityHelpsShelter.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7520033,Cape Argus,,,,,NewsValidation,2018,People displaced/homeless,,khayelitsha,city of cape town
EVT-02259,News article,4.4,2018-07-05,2018-07-05,,Residents being moved from squatter camp because of persistent flooding.,Nyakathisa squatter camp in Macassar,Macassar SP,Macassar,City of Cape Town,"""We are moving these people from this place because of flooding.""",20180705_Misheck_MacassarKhayalitsha_TheSufferingIsOver.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/3903820,Daily Sun,,,,,NewsValidation,2018,People displaced/homeless,macassar sp,macassar,city of cape town
EVT-02260,News article,4.4,2019-05-21,2019-05-21,,Resident forced to sleep elsewhere due to flood risk,Khayelitsha,,Khayelitsha,City of Cape Town,"""I left my shack last night to sleep at my brother's place, as I knew my shack often leaks when the rain is severe.""",20190521_Ntseku_KhayelitshaFloodingAcross.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7640341,Cape Argus,,,,,NewsValidation,2019,People displaced/homeless,,khayelitsha,city of cape town
EVT-02261,News article,4.4,2019-07-25,2019-07-25,,Emergency shelter offered to affected communities in need of humanitarian relief,Cape Town,,Cape Town,City of Cape Town,"""The City did make emergency shelter available to the affected communities, however, these offers have not been accepted.""",20190725_NA_WallacedeneKraaifonteinCapeTown.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7827954,The Star,,,,,NewsValidation,2019,People displaced/homeless,,cape town,city of cape town
EVT-02262,News article,4.4,2019-07-26,2019-07-26,,Emergency shelters made available following successive cold fronts,Cape Town,,Cape Town,City of Cape Town,"""the city did make emergency shelters available to the affected communities.""",20190726_Nocuze_Quandu_ResidentsStranded.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/3909929,Daily Sun,,,,,NewsValidation,2019,People displaced/homeless,,cape town,city of cape town
EVT-02263,News article,4.4,2019-07-26,2019-07-26,,Residents left without housing,Qandu Qandu,,Khayelitsha,City of Cape Town,"""left Qandu Qandu squatter camp residents with out a place to live.""",20190726_Nocuze_Quandu_ResidentsStranded.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/3909929,Daily Sun,,,,,NewsValidation,2019,People displaced/homeless,,khayelitsha,city of cape town
EVT-02264,News article,4.4,2020-05-29,2020-05-29,,Families required to move to community halls for shelter,Langa,,Langa,City of Cape Town,"""the affected families would be moved to halls until it was safe for them to return to their homes.""",20200529_Nteku_Langaetc._FamiliesWithoutShelter.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7629888,Cape Argus,,,,,NewsValidation,2020,People displaced/homeless,,langa,city of cape town
EVT-02265,News article,4.4,2020-07-14,2020-07-14,,Thousands of residents displaced due to flooding,Enkanini in Khayelitsha,,Khayelitsha,City of Cape Town,"""thousands of residents in Enkanini... informal settlements in Khayelitsha were displaced due to flooding""",20200714_Nteku_CapeTown_StrongWindsRain.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7638702,Cape Argus,,,,,NewsValidation,2020,People displaced/homeless,,khayelitsha,city of cape town
EVT-02266,News article,4.4,2020-07-14,2020-07-14,,Thousands of residents displaced by flooding,Ezwezwe in Khayelitsha,,Khayelitsha,City of Cape Town,"""thousands of residents in... Ezwezwe informal settlements in Khayelitsha were displaced due to flooding.""",20200714_Nteku_CapeTown_StrongWindsRain.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/7638702,Cape Argus,,,,,NewsValidation,2020,People displaced/homeless,,khayelitsha,city of cape town
EVT-02267,News article,4.4,2020-08-19,2020-08-19,,Families forced to leave homes and take shelter in community hall,Crossroads,,Crossroads,City of Cape Town,"""Most Marikana families were forced out of their homes last night taking shelter in the Crossroads community hall. The flooding in Klipfontein is out of control.""",20200819_Nteku_PhillipiHomesDamaged.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080059,Cape Argus,,,,,NewsValidation,2020,People displaced/homeless,,crossroads,city of cape town
EVT-02268,News article,4.4,2020-08-19,2020-08-19,,Families forced to leave homes and take shelter in community hall,Klipfontein,,Unclear,City of Cape Town,"""Most Marikana families were forced out of their homes last night taking shelter in the Crossroads community hall. The flooding in Klipfontein is out of control.""",20200819_Nteku_PhillipiHomesDamaged.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080059,Cape Argus,,,,,NewsValidation,2020,People displaced/homeless,,unclear,city of cape town
EVT-02269,News article,4.4,2020-08-19,2020-08-19,,Over 50 individuals were displaced after their roofs were blown away.,Luzuko in Philippi East,,Philippi,City of Cape Town,"""In Luzuko, Philippi, 14 roof houses were blown away by strong winds displacing more than 50 individuals.""",20200819_Nteku_PhillipiHomesDamaged.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080059,Cape Argus,,,,,NewsValidation,2020,People displaced/homeless,,philippi,city of cape town
EVT-02270,News article,4.4,2020-08-19,2020-08-19,,Families forced to leave homes and take shelter in community hall,Marikana,,Unclear,City of Cape Town,"""Most Marikana families were forced out of their homes last night taking shelter in the Crossroads community hall. The flooding in Klipfontein is out of control.""",20200819_Nteku_PhillipiHomesDamaged.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080059,Cape Argus,,,,,NewsValidation,2020,People displaced/homeless,,unclear,city of cape town
EVT-02271,News article,4.4,2021-05-07,2021-05-07,,Residents were forced to evacuate their homes.,Cape Agulhas,,,Overberg,"""The storm... forced residents in Cape Agulhas to evacuate their homes""",20210507_Booysen_CapeWinelandsetc._TwoDeadTwoMissing.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9102728,Cape Times,,,,,NewsValidation,2021,People displaced/homeless,,,overberg
EVT-02272,News article,4.4,2021-05-07,2021-05-07,,Farmworkers required evacuation.,Riviersonderend,,,Overberg,"""30 farmworkers were evacuated yesterday undertaken in Riviersonderend.""",20210507_Booysen_CapeWinelandsetc._TwoDeadTwoMissing.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9102728,Cape Times,,,,,NewsValidation,2021,People displaced/homeless,,,overberg
EVT-02273,News article,4.4,2021-05-07,2021-05-07,,Residents evacuated from homes,Southern Cape,,,Garden Route,"""Some residents in the southern Cape had to be evacuated from their homes.""",20210507_TimesLIVE_StuisbaaiTwoDead.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9146251,Sowetan,,,,,NewsValidation,2021,People displaced/homeless,,,garden route
EVT-02274,News article,4.4,2021-05-07,2021-05-07,,Evacuated residents were relocated to community halls.,Struisbaai,,,Overberg,"""People have been evacuated from their homes and are housed at the Struisbaai Caravan Park, Struisbaai Community Hall and other places of accommodation""",20210507_TimesLIVE_StuisbaaiTwoDead.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9146251,Sowetan,,,,,NewsValidation,2021,People displaced/homeless,,,overberg
EVT-02275,News article,4.4,2021-05-20,2021-05-20,,Numerous farmworkers were evacuated from their homes.,Western Cape,,,Western Cape (General),"""many farmworkers evacuated from their homes.""",20210520_NA_PoorLeftOutInThe.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9092935,Cape Times,,,,,NewsValidation,2021,People displaced/homeless,,,western cape general
EVT-02276,News article,4.4,2021-05-21,2021-05-21,,A resident was displaced and forced to seek alternative shelter.,Langa,,Langa,City of Cape Town,"""Another resident, Thulisa Ngcelwane of Langa, said she was looking for a place to sleep yesterday.""",20210521_Vuso_PhillipiLangaDelftNightmareWeatherFor.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9092967,Cape Times,,,,,NewsValidation,2021,People displaced/homeless,,langa,city of cape town
EVT-02277,News article,4.4,2021-06-30,2021-06-30,,Evacuations needed for families as flooding affects thousands of structures.,Cape Town,,Cape Town,City of Cape Town,"""Flooding is affecting thousands of structures, forcing some families to evacuate.""",20210630_Thebus_CapeTownetc._HardshipForThousands.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9080819,Cape Argus,,,,,NewsValidation,2021,People displaced/homeless,,cape town,city of cape town
EVT-02278,News article,4.4,2021-07-09,2021-07-09,,Individual displaced from their home and required to seek alternative shelter due to flood damage.,Khayelitsha (Makhaza),,Khayelitsha,City of Cape Town,"""He will now have to stay with his sister in Makhaza, also in Khayelitsha, until he can return in summer.""",20210709_Stoltz_KhayelitshaRawSewage.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9125541,Mail & Guardian,,,,,NewsValidation,2021,People displaced/homeless,,khayelitsha,city of cape town
EVT-02279,News article,4.4,2021-07-13,2021-07-13,,Residents abandoning flooded dwellings following heavy rainfall.,Eluxolweni (Du Noon),Dunoon,Blouberg,City of Cape Town,"""RESIDENTS of Eluxolweni Informal settlement in Du Noon have left their shacks after a heavy rain. Some of these shacks have been flooded for more than two weeks.""",20210713_Mkentane_KhayalitshaStrandPhillipi_HarshWeather.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9100124,Cape Times,,,,,NewsValidation,2021,People displaced/homeless,dunoon,blouberg,city of cape town
EVT-02280,News article,4.4,2021-11-23,2021-11-23,,Residents packed up belongings and left their homes to find shelter elsewhere due to flooding.,George,,,Garden Route,"""Some George residents have had to pack up their belongings and find shelter elsewhere as their homes were flooded by heavy rainfall yesterday.""",20211123_Buso_Georgeetc._HousesCars.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/10381060,Sowetan,,,,,NewsValidation,2021,People displaced/homeless,,,garden route
EVT-02281,News article,4.4,2021-11-23,2021-11-23,,Children were moved to a neighbour's house for safety.,George (Merriman Street),,,Garden Route,"""Taljaard sent his young children to a neighbour's house for safety.""",20211123_Buso_Georgeetc._HousesCars.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/10381060,Sowetan,,,,,NewsValidation,2021,People displaced/homeless,,,garden route
EVT-02282,News article,4.4,2021-11-23,2021-11-23,,Residents were evacuated from their homes due to severe flooding.,George,,,Garden Route,"""In George, some residents were evacuated from their homes.""",20211123_Engel_GardenRouteHeavyRainsFlood.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9387322,Cape Argus,,,,,NewsValidation,2021,People displaced/homeless,,,garden route
EVT-02283,News article,4.4,2021-11-23,2021-11-23,,Residents sought emergency refuge in a community hall.,Oudtshoorn,,,Garden Route,"""In the Greater Oudtshoorn Municipality, some residents sought refuge in the community hall.""",20211123_Mkentane_Georgeetc._ReliefForFlood.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9387350,Cape Times,,,,,NewsValidation,2021,People displaced/homeless,,,garden route
EVT-02284,News article,4.4,2021-11-23,2021-11-23,,Evacuation of families from residential areas in George South and Central.,George (Hope Street),,,Garden Route,"""Families were evacuated from Hope Street in George South and Merriman Road in George Central.""",20211123_NA_Georgeetc._SchoolsClosedMunicipalServices.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9387488,The Witness,,,,,NewsValidation,2021,People displaced/homeless,,,garden route
EVT-02285,News article,4.4,2021-11-23,2021-11-23,,Families were evacuated from their homes on Merriman Road.,George (Merriman Road),,,Garden Route,"""Families were evacuated from... Merriman Road in George Central.""",20211123_NA_Georgeetc._SchoolsClosedMunicipalServices.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9387488,The Witness,,,,,NewsValidation,2021,People displaced/homeless,,,garden route
EVT-02286,News article,4.4,2021-11-23,2021-11-23,,Evacuation of families from residential areas in George South and Central.,George (Merriman Road),,,Garden Route,"""Families were evacuated from Hope Street in George South and Merriman Road in George Central.""",20211123_NA_Georgeetc._SchoolsClosedMunicipalServices.pdf,https://discover-sabinet-co-za.ezproxy.uct.ac.za/document/9387488,The Witness,,,,,NewsValidation,2021,People displaced/homeless,,,garden route
